"","x","y","desc"
"1",25,47,"perimeter"
"2",25,0,"perimeter"
"3",-25,0,"perimeter"
"4",-25,47,"perimeter"
"5",25,47,"perimeter"
"6",8,0,"outer_key"
"7",8,19,"outer_key"
"8",-8,19,"outer_key"
"9",-8,0,"outer_key"
"10",-3,4,"backboard"
"11",3,4,"backboard"
"12",0,4,"neck"
"13",0,4.5,"neck"
"14",5.99908107300829,19.105006092555,"foul_circle_top"
"15",5.99632457350878,19.209980020799,"foul_circle_top"
"16",5.99173134584205,19.3148896302735,"foul_circle_top"
"17",5.98530279695508,19.419702786221,"foul_circle_top"
"18",5.97704089597022,19.524387383429,"foul_circle_top"
"19",5.96694817358208,19.6289113560634,"foul_circle_top"
"20",5.95502772128233,19.733242687491,"foul_circle_top"
"21",5.94128319041277,19.8373494200862,"foul_circle_top"
"22",5.92571879104685,19.9411996650202,"foul_circle_top"
"23",5.90833929070016,20.0447616120287,"foul_circle_top"
"24",5.88915001287,20.1480035391554,"foul_circle_top"
"25",5.86815683540483,20.2508938224692,"foul_circle_top"
"26",5.84536618870379,20.3534009457506,"foul_circle_top"
"27",5.820785053747,20.4554935101454,"foul_circle_top"
"28",5.79442095995729,20.5571402437827,"foul_circle_top"
"29",5.76628198289376,20.6583100113534,"foul_circle_top"
"30",5.73637674177828,20.7589718236473,"foul_circle_top"
"31",5.70471439685526,20.8590948470458,"foul_circle_top"
"32",5.67130464658583,20.9586484129659,"foul_circle_top"
"33",5.63615772467708,21.0576020272548,"foul_circle_top"
"34",5.59928439694743,21.1559253795299,"foul_circle_top"
"35",5.5606959580289,21.2535883524639,"foul_circle_top"
"36",5.52040422790755,21.3505610310095,"foul_circle_top"
"37",5.4784215483028,21.4468137115628,"foul_circle_top"
"38",5.43476077888717,21.5423169110616,"foul_circle_top"
"39",5.38943529334714,21.6370413760167,"foul_circle_top"
"40",5.34245897528673,21.7309580914723,"foul_circle_top"
"41",5.29384621397484,21.8240382898934,"foul_circle_top"
"42",5.24361189993762,21.9162534599778,"foul_circle_top"
"43",5.19177142039744,22.0075753553892,"foul_circle_top"
"44",5.1383406545596,22.0979760034093,"foul_circle_top"
"45",5.08333596874841,22.1874277135064,"foul_circle_top"
"46",5.02677421139402,22.2759030858168,"foul_circle_top"
"47",4.96867270787161,22.3633750195379,"foul_circle_top"
"48",4.90904925519446,22.4498167212295,"foul_circle_top"
"49",4.84792211656257,22.5352017130206,"foul_circle_top"
"50",4.78531001576849,22.6195038407199,"foul_circle_top"
"51",4.721232131462,22.7026972818272,"foul_circle_top"
"52",4.65570809127562,22.7847565534431,"foul_circle_top"
"53",4.58875796581238,22.8656565200744,"foul_circle_top"
"54",4.52040226249806,22.9453724013333,"foul_circle_top"
"55",4.45066191929963,23.0238797795282,"foul_circle_top"
"56",4.37955829831166,23.1011546071429,"foul_circle_top"
"57",4.307113179213,23.1771732142024,"foul_circle_top"
"58",4.23334875259543,23.2519123155233,"foul_circle_top"
"59",4.15828761316651,23.3253490178465,"foul_circle_top"
"60",4.08195275282858,23.3974608268494,"foul_circle_top"
"61",4.00436755363617,23.4682256540361,"foul_circle_top"
"62",3.92555578063384,23.5376218235032,"foul_circle_top"
"63",3.84554157457675,23.6056280785797,"foul_circle_top"
"64",3.76434944453613,23.6722235883378,"foul_circle_top"
"65",3.68200426039191,23.7373879539738,"foul_circle_top"
"66",3.59853124521487,23.801101215056,"foul_circle_top"
"67",3.51395596754059,23.8633438556394,"foul_circle_top"
